Feature,Estimator,Accuracy,Accuracy_best
cholesterol : exercise_induced_angina : num_major_vessels,knn,0.7674712643678161,"{'n_neighbors': 10, 'weights': 'uniform', 'leaf_size': 20, 'algorithm': 'kd_tree', 'p': 1}"
cholesterol : exercise_induced_angina : num_major_vessels : thal,logistic,0.8148275862068965,"{'penalty': 'l1', 'solver': 'lbfgs'}"
cholesterol : exercise_induced_angina : st_depression,gaussian,0.7406896551724138,{}
cholesterol : exercise_induced_angina : st_depression : num_major_vessels,random_forest,0.784367816091954,"{'max_features': 'sqrt', 'max_leaf_nodes': 15, 'bootstrap': True, 'max_depth': 10}"
cholesterol : exercise_induced_angina : st_depression : num_major_vessels : thal,logistic,0.8213793103448277,"{'penalty': 'l1', 'solver': 'liblinear'}"
cholesterol : exercise_induced_angina : st_depression : thal,gaussian,0.787816091954023,{}
cholesterol : exercise_induced_angina : thal,gaussian,0.764712643678161,{}
cholesterol : max_hr,logistic,0.7003448275862069,"{'penalty': 'l1', 'solver': 'liblinear'}"
cholesterol : max_hr : exercise_induced_angina,logistic,0.7272413793103448,"{'penalty': 'l1', 'solver': 'liblinear'}"
cholesterol : max_hr : exercise_induced_angina : num_major_vessels,svc,0.7814942528735632,"{'C': 1, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}"
cholesterol : max_hr : exercise_induced_angina : num_major_vessels : thal,logistic,0.8383908045977012,"{'penalty': 'l1', 'solver': 'lbfgs'}"
cholesterol : max_hr : exercise_induced_angina : st_depression,logistic,0.7575862068965517,"{'penalty': 'l1', 'solver': 'liblinear'}"
cholesterol : max_hr : exercise_induced_angina : st_depression : num_major_vessels,logistic,0.8116091954022989,"{'penalty': 'l1', 'solver': 'liblinear'}"
cholesterol : max_hr : exercise_induced_angina : st_depression : num_major_vessels : thal,knn,0.8350574712643679,"{'n_neighbors': 40, 'weights': 'distance', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2}"
cholesterol : max_hr : exercise_induced_angina : st_depression : thal,gaussian,0.7945977011494253,{}
cholesterol : max_hr : exercise_induced_angina : thal,logistic,0.7879310344827587,"{'penalty': 'l2', 'solver': 'liblinear'}"
cholesterol : max_hr : num_major_vessels,svc,0.7545977011494254,"{'C': 10, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}"
cholesterol : max_hr : num_major_vessels : thal,gaussian,0.8114942528735632,{}
cholesterol : max_hr : st_depression,logistic,0.7374712643678161,"{'penalty': 'l1', 'solver': 'liblinear'}"
cholesterol : max_hr : st_depression : num_major_vessels,logistic,0.7711494252873564,"{'penalty': 'l1', 'solver': 'liblinear'}"
cholesterol : max_hr : st_depression : num_major_vessels : thal,gaussian,0.8180459770114943,{}
cholesterol : max_hr : st_depression : thal,svc,0.7875862068965518,"{'C': 1000, 'shrinking': True, 'degree': 1, 'gamma': 0.001, 'probability': True}"
cholesterol : max_hr : thal,svc,0.791264367816092,"{'C': 1, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}"
cholesterol : num_major_vessels,logistic,0.7409195402298852,"{'penalty': 'l1', 'solver': 'liblinear'}"
cholesterol : num_major_vessels : thal,logistic,0.7913793103448276,"{'penalty': 'l1', 'solver': 'liblinear'}"
cholesterol : slope,logistic,0.6862068965517241,"{'penalty': 'l1', 'solver': 'liblinear'}"
cholesterol : st_depression,svc,0.7068965517241378,"{'C': 1, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}"
cholesterol : st_depression : num_major_vessels,svc,0.7713793103448274,"{'C': 1, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}"
cholesterol : st_depression : num_major_vessels : thal,gaussian,0.8248275862068967,{}
cholesterol : st_depression : thal,logistic,0.7845977011494254,"{'penalty': 'l1', 'solver': 'liblinear'}"
cholesterol : thal,svc,0.7675862068965518,"{'C': 1, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}"
ecg,decision_tree,0.5858620689655173,"{'max_features': 'auto', 'max_leaf_nodes': 2, 'max_depth': 1}"
ecg : exercise_induced_angina,svc,0.7104597701149424,"{'C': 1, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}"
ecg : max_hr,gaussian,0.7036781609195403,{}
ecg : num_major_vessels,svc,0.7443678160919541,"{'C': 1, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}"
ecg : slope,svc,0.6797701149425286,"{'C': 1, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}"
ecg : st_depression,logistic,0.6972413793103449,"{'penalty': 'l2', 'solver': 'liblinear'}"
ecg : thal,gaussian,0.7642528735632185,{}
exercise_induced_angina,random_forest,0.7104597701149424,"{'max_features': 'auto', 'max_leaf_nodes': 2, 'bootstrap': True, 'max_depth': 1}"
exercise_induced_angina : num_major_vessels,decision_tree,0.7680459770114942,"{'max_features': 'sqrt', 'max_leaf_nodes': 2, 'max_depth': 15}"
exercise_induced_angina : num_major_vessels : thal,random_forest,0.8348275862068965,"{'max_features': 'log2', 'max_leaf_nodes': 15, 'bootstrap': True, 'max_depth': 5}"
exercise_induced_angina : slope,knn,0.7203448275862069,"{'n_neighbors': 10, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'brute', 'p': 1}"
exercise_induced_angina : st_depression,logistic,0.7506896551724138,"{'penalty': 'l1', 'solver': 'lbfgs'}"
exercise_induced_angina : st_depression : num_major_vessels,logistic,0.7780459770114942,"{'penalty': 'l1', 'solver': 'liblinear'}"
exercise_induced_angina : st_depression : num_major_vessels : thal,knn,0.8250574712643678,"{'n_neighbors': 50, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'brute', 'p': 2}"
exercise_induced_angina : st_depression : thal,logistic,0.7675862068965518,"{'penalty': 'l1', 'solver': 'liblinear'}"
exercise_induced_angina : thal,gaussian,0.7645977011494254,{}
max_hr,logistic,0.7106896551724138,"{'penalty': 'l1', 'solver': 'liblinear'}"
max_hr : exercise_induced_angina,logistic,0.7237931034482761,"{'penalty': 'l1', 'solver': 'lbfgs'}"
max_hr : exercise_induced_angina : num_major_vessels,logistic,0.7848275862068965,"{'penalty': 'l1', 'solver': 'liblinear'}"
max_hr : exercise_induced_angina : num_major_vessels : thal,logistic,0.8349425287356322,"{'penalty': 'l1', 'solver': 'liblinear'}"
max_hr : exercise_induced_angina : st_depression,logistic,0.7708045977011493,"{'penalty': 'l2', 'solver': 'liblinear'}"
max_hr : exercise_induced_angina : st_depression : num_major_vessels,logistic,0.8049425287356321,"{'penalty': 'l1', 'solver': 'lbfgs'}"
max_hr : exercise_induced_angina : st_depression : num_major_vessels : thal,logistic,0.8313793103448276,"{'penalty': 'l1', 'solver': 'liblinear'}"
max_hr : exercise_induced_angina : st_depression : thal,gaussian,0.7913793103448274,{}
max_hr : exercise_induced_angina : thal,logistic,0.7881609195402299,"{'penalty': 'l1', 'solver': 'liblinear'}"
max_hr : num_major_vessels,logistic,0.7443678160919541,"{'penalty': 'l1', 'solver': 'lbfgs'}"
max_hr : num_major_vessels : thal,gaussian,0.8150574712643678,{}
max_hr : slope,logistic,0.7035632183908047,"{'penalty': 'l1', 'solver': 'lbfgs'}"
max_hr : st_depression,logistic,0.7339080459770116,"{'penalty': 'l1', 'solver': 'liblinear'}"
max_hr : st_depression : num_major_vessels,logistic,0.7777011494252875,"{'penalty': 'l1', 'solver': 'lbfgs'}"
max_hr : st_depression : num_major_vessels : thal,logistic,0.8114942528735632,"{'penalty': 'l1', 'solver': 'lbfgs'}"
max_hr : st_depression : thal,svc,0.781264367816092,"{'C': 10, 'shrinking': True, 'degree': 1, 'gamma': 0.001, 'probability': True}"
max_hr : thal,gaussian,0.7744827586206897,{}
num_major_vessels,logistic,0.7443678160919541,"{'penalty': 'l1', 'solver': 'liblinear'}"
num_major_vessels : thal,gaussian,0.7913793103448276,{}
resting_bp,gaussian,0.5724137931034482,{}
resting_bp : blood_sugar,logistic,0.562528735632184,"{'penalty': 'l1', 'solver': 'lbfgs'}"
resting_bp : cholesterol,logistic,0.5755172413793103,"{'penalty': 'l1', 'solver': 'lbfgs'}"
resting_bp : cholesterol : exercise_induced_angina,svc,0.7104597701149424,"{'C': 10, 'shrinking': True, 'degree': 1, 'gamma': 0.001, 'probability': True}"
resting_bp : cholesterol : exercise_induced_angina : num_major_vessels,knn,0.7612643678160921,"{'n_neighbors': 10, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1}"
resting_bp : cholesterol : exercise_induced_angina : num_major_vessels : thal,gaussian,0.8117241379310345,{}
resting_bp : cholesterol : exercise_induced_angina : st_depression,gaussian,0.7509195402298852,{}
resting_bp : cholesterol : exercise_induced_angina : st_depression : num_major_vessels,logistic,0.784712643678161,"{'penalty': 'l1', 'solver': 'liblinear'}"
resting_bp : cholesterol : exercise_induced_angina : st_depression : num_major_vessels : thal,logistic,0.8044827586206897,"{'penalty': 'l1', 'solver': 'liblinear'}"
resting_bp : cholesterol : exercise_induced_angina : st_depression : thal,logistic,0.7810344827586208,"{'penalty': 'l1', 'solver': 'lbfgs'}"
resting_bp : cholesterol : exercise_induced_angina : thal,gaussian,0.7579310344827588,{}
resting_bp : cholesterol : max_hr,logistic,0.7073563218390805,"{'penalty': 'l1', 'solver': 'liblinear'}"
resting_bp : cholesterol : max_hr : exercise_induced_angina,gaussian,0.7203448275862069,{}
resting_bp : cholesterol : max_hr : exercise_induced_angina : num_major_vessels,logistic,0.7913793103448276,"{'penalty': 'l1', 'solver': 'lbfgs'}"
resting_bp : cholesterol : max_hr : exercise_induced_angina : num_major_vessels : thal,logistic,0.8185057471264369,"{'penalty': 'l1', 'solver': 'liblinear'}"
resting_bp : cholesterol : max_hr : exercise_induced_angina : st_depression,gaussian,0.7708045977011494,{}
resting_bp : cholesterol : max_hr : exercise_induced_angina : st_depression : num_major_vessels,logistic,0.7881609195402299,"{'penalty': 'l1', 'solver': 'liblinear'}"
resting_bp : cholesterol : max_hr : exercise_induced_angina : st_depression : num_major_vessels : thal,logistic,0.8179310344827586,"{'penalty': 'l1', 'solver': 'liblinear'}"
resting_bp : cholesterol : max_hr : exercise_induced_angina : st_depression : thal,logistic,0.787816091954023,"{'penalty': 'l1', 'solver': 'lbfgs'}"
resting_bp : cholesterol : max_hr : exercise_induced_angina : thal,logistic,0.777816091954023,"{'penalty': 'l1', 'solver': 'liblinear'}"
resting_bp : cholesterol : max_hr : num_major_vessels,gaussian,0.7444827586206897,{}
resting_bp : cholesterol : max_hr : num_major_vessels : thal,logistic,0.8213793103448277,"{'penalty': 'l1', 'solver': 'lbfgs'}"
resting_bp : cholesterol : max_hr : st_depression,gaussian,0.7273563218390804,{}
resting_bp : cholesterol : max_hr : st_depression : num_major_vessels,logistic,0.774367816091954,"{'penalty': 'l1', 'solver': 'liblinear'}"
resting_bp : cholesterol : max_hr : st_depression : num_major_vessels : thal,gaussian,0.8145977011494253,{}
resting_bp : cholesterol : max_hr : st_depression : thal,svc,0.7877011494252874,"{'C': 10, 'shrinking': True, 'degree': 1, 'gamma': 0.001, 'probability': True}"
resting_bp : cholesterol : max_hr : thal,logistic,0.7774712643678162,"{'penalty': 'l1', 'solver': 'liblinear'}"
resting_bp : cholesterol : num_major_vessels,svc,0.7410344827586207,"{'C': 1000, 'shrinking': True, 'degree': 1, 'gamma': 0.001, 'probability': True}"
resting_bp : cholesterol : num_major_vessels : thal,gaussian,0.781264367816092,{}
resting_bp : cholesterol : st_depression,gaussian,0.6836781609195401,{}
resting_bp : cholesterol : st_depression : num_major_vessels,logistic,0.7610344827586207,"{'penalty': 'l1', 'solver': 'liblinear'}"
resting_bp : cholesterol : st_depression : num_major_vessels : thal,logistic,0.8248275862068967,"{'penalty': 'l1', 'solver': 'liblinear'}"
resting_bp : cholesterol : st_depression : thal,gaussian,0.7780459770114942,{}
resting_bp : cholesterol : thal,logistic,0.7642528735632185,"{'penalty': 'l1', 'solver': 'liblinear'}"
resting_bp : ecg,logistic,0.5622988505747125,"{'penalty': 'l1', 'solver': 'liblinear'}"
resting_bp : exercise_induced_angina,logistic,0.7071264367816091,"{'penalty': 'l1', 'solver': 'lbfgs'}"
resting_bp : exercise_induced_angina : num_major_vessels,svc,0.7645977011494253,"{'C': 100, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}"
resting_bp : exercise_induced_angina : num_major_vessels : thal,logistic,0.8079310344827588,"{'penalty': 'l1', 'solver': 'liblinear'}"
resting_bp : exercise_induced_angina : st_depression,gaussian,0.7575862068965518,{}
resting_bp : exercise_induced_angina : st_depression : num_major_vessels,logistic,0.7880459770114943,"{'penalty': 'l1', 'solver': 'liblinear'}"
resting_bp : exercise_induced_angina : st_depression : num_major_vessels : thal,knn,0.8079310344827586,"{'n_neighbors': 40, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2}"
resting_bp : exercise_induced_angina : st_depression : thal,logistic,0.7709195402298852,"{'penalty': 'l1', 'solver': 'liblinear'}"
resting_bp : exercise_induced_angina : thal,gaussian,0.7612643678160921,{}
resting_bp : max_hr,svc,0.7039080459770115,"{'C': 100, 'shrinking': True, 'degree': 1, 'gamma': 0.001, 'probability': True}"
resting_bp : max_hr : exercise_induced_angina,svc,0.7272413793103448,"{'C': 10, 'shrinking': True, 'degree': 1, 'gamma': 0.001, 'probability': True}"
resting_bp : max_hr : exercise_induced_angina : num_major_vessels,logistic,0.7914942528735632,"{'penalty': 'l1', 'solver': 'lbfgs'}"
resting_bp : max_hr : exercise_induced_angina : num_major_vessels : thal,logistic,0.8249425287356322,"{'penalty': 'l2', 'solver': 'liblinear'}"
resting_bp : max_hr : exercise_induced_angina : st_depression,gaussian,0.7708045977011493,{}
resting_bp : max_hr : exercise_induced_angina : st_depression : num_major_vessels,gaussian,0.7881609195402299,{}
resting_bp : max_hr : exercise_induced_angina : st_depression : num_major_vessels : thal,svc,0.8281609195402299,"{'C': 10, 'shrinking': True, 'degree': 1, 'gamma': 0.001, 'probability': True}"
resting_bp : max_hr : exercise_induced_angina : st_depression : thal,gaussian,0.7842528735632184,{}
resting_bp : max_hr : exercise_induced_angina : thal,logistic,0.7644827586206897,"{'penalty': 'l1', 'solver': 'liblinear'}"
resting_bp : max_hr : num_major_vessels,logistic,0.7611494252873563,"{'penalty': 'l1', 'solver': 'liblinear'}"
resting_bp : max_hr : num_major_vessels : thal,logistic,0.8113793103448277,"{'penalty': 'l1', 'solver': 'lbfgs'}"
resting_bp : max_hr : st_depression,logistic,0.7374712643678162,"{'penalty': 'l1', 'solver': 'liblinear'}"
resting_bp : max_hr : st_depression : num_major_vessels,logistic,0.7742528735632184,"{'penalty': 'l1', 'solver': 'liblinear'}"
resting_bp : max_hr : st_depression : num_major_vessels : thal,gaussian,0.8112643678160921,{}
resting_bp : max_hr : st_depression : thal,gaussian,0.7810344827586209,{}
resting_bp : max_hr : thal,logistic,0.7742528735632186,"{'penalty': 'l1', 'solver': 'liblinear'}"
resting_bp : num_major_vessels,svc,0.7309195402298851,"{'C': 100, 'shrinking': True, 'degree': 1, 'gamma': 0.001, 'probability': True}"
resting_bp : num_major_vessels : thal,gaussian,0.7879310344827586,{}
resting_bp : slope,logistic,0.6793103448275861,"{'penalty': 'l1', 'solver': 'liblinear'}"
resting_bp : st_depression,gaussian,0.6936781609195402,{}
resting_bp : st_depression : num_major_vessels,logistic,0.764367816091954,"{'penalty': 'l1', 'solver': 'liblinear'}"
resting_bp : st_depression : num_major_vessels : thal,logistic,0.8213793103448277,"{'penalty': 'l1', 'solver': 'lbfgs'}"
resting_bp : st_depression : thal,gaussian,0.7813793103448277,{}
resting_bp : thal,logistic,0.7642528735632185,"{'penalty': 'l1', 'solver': 'liblinear'}"
sex,svc,0.6166666666666667,"{'C': 1, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}"
sex : blood_sugar,logistic,0.6166666666666667,"{'penalty': 'l1', 'solver': 'liblinear'}"
sex : chest_pain,decision_tree,0.7541379310344827,"{'max_features': None, 'max_leaf_nodes': 2, 'max_depth': 1}"
sex : cholesterol,svc,0.6360919540229885,"{'C': 10, 'shrinking': True, 'degree': 1, 'gamma': 0.001, 'probability': True}"
sex : ecg,random_forest,0.6396551724137931,"{'max_features': 'log2', 'max_leaf_nodes': 20, 'bootstrap': True, 'max_depth': 1}"
sex : exercise_induced_angina,random_forest,0.7104597701149424,"{'max_features': 'auto', 'max_leaf_nodes': 5, 'bootstrap': True, 'max_depth': 1}"
sex : max_hr,gaussian,0.7073563218390804,{}
sex : num_major_vessels,decision_tree,0.774712643678161,"{'max_features': 'auto', 'max_leaf_nodes': 5, 'max_depth': 5}"
sex : resting_bp,svc,0.6267816091954023,"{'C': 100, 'shrinking': True, 'degree': 1, 'gamma': 0.001, 'probability': True}"
sex : slope,random_forest,0.7102298850574713,"{'max_features': 'log2', 'max_leaf_nodes': 15, 'bootstrap': True, 'max_depth': 1}"
sex : st_depression,svc,0.741264367816092,"{'C': 100, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}"
sex : thal,svc,0.7642528735632185,"{'C': 1, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}"
slope,logistic,0.6864367816091953,"{'penalty': 'l1', 'solver': 'liblinear'}"
slope : num_major_vessels,logistic,0.7542528735632185,"{'penalty': 'l1', 'solver': 'lbfgs'}"
slope : thal,svc,0.7642528735632185,"{'C': 1, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}"
st_depression,random_forest,0.6972413793103448,"{'max_features': 'sqrt', 'max_leaf_nodes': 5, 'bootstrap': True, 'max_depth': 10}"
st_depression : num_major_vessels,svc,0.761264367816092,"{'C': 100, 'shrinking': True, 'degree': 1, 'gamma': 0.001, 'probability': True}"
st_depression : num_major_vessels : thal,gaussian,0.814712643678161,{}
st_depression : slope,svc,0.7236781609195402,"{'C': 1, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}"
st_depression : thal,logistic,0.7779310344827586,"{'penalty': 'l1', 'solver': 'liblinear'}"
thal,random_forest,0.7642528735632185,"{'max_features': 'auto', 'max_leaf_nodes': 2, 'bootstrap': True, 'max_depth': 1}"
